ticket_id,category_id,agent_id,priority,status,created_at,first_response_at,resolved_at,root_cause,resolution_type,escalation_flag,customer_impact,description
TCK-0000001,3,23,P3,Resolved,2026-06-15 13:48:43+00:00,2026-06-15 14:27:47.524082709+00:00,2026-06-15 19:21:45.810055125+00:00,Monitoring Noise,Vendor Fix,False,Low,P3 Platform/Compute: node saturation alerts; suspected Monitoring Noise.
TCK-0011330,7,21,P3,Resolved,2026-03-11 19:27:13+00:00,2026-03-11 20:16:26.179531922+00:00,2026-03-12 00:12:29.327564089+00:00,Code Regression,Code Fix,False,Medium,P3 Application/API: elevated 5xx rate; suspected Code Regression.
TCK-0011331,10,34,P2,Resolved,2026-03-03 16:44:28+00:00,2026-03-03 16:56:12.415813815+00:00,2026-03-03 21:00:06.826232239+00:00,Configuration,Config Change,False,High,P3 Billing/Invoice: tax calculation question; suspected Configuration.
TCK-0011332,11,36,P4,Resolved,2026-03-05 12:05:56+00:00,2026-03-05 13:47:53.647829413+00:00,2026-03-05 22:40:46.484860220+00:00,Code Regression,Code Fix,False,Low,P4 Billing/Payments: refund status mismatch; suspected Code Regression.
TCK-0011333,5,32,P3,Resolved,2026-07-24 16:47:20+00:00,2026-07-24 18:29:06.145680926+00:00,2026-07-24 19:30:21.315380708+00:00,Permissions,Code Fix,False,Medium,P3 Application/Login: failed sign-in attempts; suspected Permissions.
TCK-0011334,3,35,P4,Closed,2026-06-05 06:00:04+00:00,2026-06-05 06:12:21.392226038+00:00,2026-06-05 19:31:25.814896194+00:00,Configuration,Code Fix,False,Critical,P4 Platform/Compute: node saturation alerts; suspected Configuration.
TCK-0011335,5,17,P3,Resolved,2026-04-20 02:13:11+00:00,2026-04-20 03:37:07.385732142+00:00,2026-04-20 05:13:25.336500662+00:00,Authentication,Config Change,False,Medium,P3 Application/Login: session timeout reports; suspected Authentication.
TCK-0011336,5,35,P3,Resolved,2026-06-25 23:29:22+00:00,2026-06-25 23:53:01.292834399+00:00,2026-06-26 04:20:38.358201589+00:00,Code Regression,User Education,False,Medium,P3 Application/Login: session timeout reports; suspected Code Regression.
TCK-0011337,2,2,P3,Resolved,2026-03-10 22:36:13+00:00,2026-03-10 22:59:59.966820804+00:00,2026-03-11 04:35:06.372456618+00:00,Configuration,Vendor Fix,False,Low,P3 Network/DNS: intermittent name resolution; suspected Configuration.
TCK-0011338,14,1,P3,Resolved,2026-05-26 14:23:18+00:00,2026-05-26 15:19:52.483724362+00:00,2026-05-27 06:08:39.257789530+00:00,Configuration,User Education,False,Low,P3 Observability/Alerts: missing notification; suspected Configuration.
TCK-0011339,5,15,P1,Resolved,2026-05-03 06:47:16+00:00,2026-05-03 06:53:57.656886437+00:00,2026-05-03 10:21:27.485613080+00:00,Code Regression,Code Fix,True,High,P1 Application/Login: session timeout reports; suspected Code Regression.
TCK-0011340,5,4,P3,Resolved,2026-02-25 12:41:11+00:00,2026-02-25 13:09:50.449211571+00:00,2026-02-25 16:20:54.776943865+00:00,Code Regression,Vendor Fix,False,Medium,P3 Application/Login: session timeout reports; suspected Code Regression.
TCK-0011341,1,36,P4,Resolved,2026-03-15 11:18:16+00:00,2026-03-15 17:08:48.250898858+00:00,2026-03-15 19:30:45.811723638+00:00,Authentication,Config Change,False,None,P4 Network/VPN: slow split-tunnel routing; suspected Authentication.
TCK-0011342,6,23,P4,Resolved,2026-02-23 22:37:10+00:00,2026-02-23 23:57:04.313615110+00:00,2026-02-24 13:52:54.820328050+00:00,Configuration,Knowledge Base,False,High,P4 Application/Checkout: payment handoff error; suspected Configuration.
TCK-0011343,2,28,P3,Resolved,2026-06-12 18:44:42+00:00,2026-06-12 19:45:04.502832077+00:00,2026-06-12 20:22:46.904906016+00:00,Network Latency,Code Fix,False,Low,P3 Network/DNS: service discovery timeout; suspected Network Latency.
TCK-0011344,1,14,P3,Resolved,2026-07-23 10:50:31+00:00,2026-07-23 11:56:02.586340119+00:00,2026-07-23 22:54:41.881016314+00:00,Network Latency,Config Change,False,Low,P3 Network/VPN: MFA loop during remote login; suspected Network Latency.
TCK-0011345,12,28,P3,Closed,2026-02-17 15:29:14+00:00,2026-02-17 16:53:38.181325642+00:00,2026-02-17 20:43:28.055642785+00:00,Configuration,Code Fix,False,Medium,P3 Integrations/Webhook: subscriber endpoint timeout; suspected Configuration.
TCK-0011346,10,4,P4,Resolved,2026-03-16 14:56:21+00:00,2026-03-16 19:32:06.352151089+00:00,2026-03-17 03:51:13.744223796+00:00,Network Latency,User Education,False,Low,P4 Billing/Invoice: invoice mismatch; suspected Network Latency.
TCK-0011347,4,17,P2,Closed,2026-05-18 00:07:21+00:00,2026-05-18 00:18:30.643831166+00:00,2026-05-18 05:19:33.560539597+00:00,Data Sync,Restart,True,Medium,P2 Platform/Database: connection pool exhaustion; suspected Data Sync.
TCK-0011348,12,4,P4,Resolved,2026-04-04 08:07:32+00:00,2026-04-04 09:56:10.440171335+00:00,2026-04-04 10:11:26.691551210+00:00,Customer Error,User Education,False,Low,P4 Integrations/Webhook: subscriber endpoint timeout; suspected Customer Error.
TCK-0011349,12,32,P3,In Progress,2026-02-25 23:47:09+00:00,2026-02-25 23:54:54.870354600+00:00,,Customer Error,User Education,False,Low,P3 Integrations/Webhook: delivery retry storm; suspected Customer Error.
TCK-0011350,7,33,P2,Resolved,2026-05-05 10:33:39+00:00,2026-05-05 11:45:20.150459229+00:00,2026-05-05 19:04:20.636306604+00:00,Permissions,Restart,True,Low,P2 Application/API: elevated 5xx rate; suspected Permissions.
TCK-0011351,7,13,P2,Closed,2026-06-12 19:28:41+00:00,2026-06-12 19:55:26.647079266+00:00,2026-06-12 21:51:05.454881095+00:00,Code Regression,Code Fix,False,Medium,P2 Application/API: token validation failures; suspected Code Regression.
TCK-0011352,5,24,P2,Resolved,2026-05-17 07:50:33+00:00,2026-05-17 08:11:30.997911289+00:00,2026-05-17 10:41:19.024444546+00:00,Authentication,Restart,False,High,P2 Application/Login: failed sign-in attempts; suspected Authentication.
TCK-0011353,4,30,P3,Closed,2026-02-23 09:53:04+00:00,2026-02-23 10:20:24.156165709+00:00,2026-02-23 15:24:53.973286919+00:00,Data Sync,Restart,False,Medium,P3 Platform/Database: slow queries; suspected Data Sync.
TCK-0011354,7,26,P4,Closed,2026-02-23 13:15:07+00:00,2026-02-23 17:44:46.186740606+00:00,2026-02-24 01:50:35.452826799+00:00,Code Regression,User Education,False,None,P4 Application/API: elevated 5xx rate; suspected Code Regression.
TCK-0011355,10,9,P4,Closed,2026-07-11 08:14:00+00:00,2026-07-11 09:10:34.303184048+00:00,2026-07-11 14:12:31.193387874+00:00,Data Sync,Vendor Fix,False,Medium,P4 Billing/Invoice: missing billing contact; suspected Data Sync.
TCK-0011356,9,7,P3,Resolved,2026-02-22 19:14:45+00:00,2026-02-22 19:59:33.563943131+00:00,2026-02-23 05:34:55.334197998+00:00,Customer Error,User Education,False,Low,P3 Security/Access Review: approval workflow delay; suspected Customer Error.
TCK-0011357,8,9,P4,Resolved,2026-04-11 13:11:42+00:00,2026-04-11 16:06:32.953607466+00:00,2026-04-11 22:38:32.777309426+00:00,Permissions,Knowledge Base,False,Low,P4 Security/SSO: SAML assertion rejected; suspected Permissions.
TCK-0011358,13,22,P4,Resolved,2026-07-01 17:20:52+00:00,2026-07-01 19:26:52.332187556+00:00,2026-07-01 23:28:36.008656169+00:00,Permissions,Code Fix,False,Low,P4 Integrations/CRM Sync: duplicate account mapping; suspected Permissions.
TCK-0011359,3,7,P3,Resolved,2026-05-20 00:56:34+00:00,2026-05-20 03:05:55.163698315+00:00,2026-05-20 09:34:04.541175395+00:00,Capacity,Config Change,False,Critical,P3 Platform/Compute: pod scheduling delay; suspected Capacity.
TCK-0011360,1,12,P3,Resolved,2026-03-04 13:43:57+00:00,2026-03-04 14:08:16.562445735+00:00,2026-03-04 18:42:42.226971030+00:00,Configuration,User Education,False,Low,P3 Network/VPN: users unable to establish tunnel; suspected Configuration.
TCK-0011361,1,27,P1,Closed,2026-06-28 13:49:08+00:00,2026-06-28 14:01:24.962040899+00:00,2026-06-29 17:24:54.232008745+00:00,Authentication,Config Change,False,Critical,P1 Network/VPN: MFA loop during remote login; suspected Authentication.
TCK-0011362,13,17,P3,Resolved,2026-03-09 04:24:03+00:00,2026-03-09 06:02:10.014050024+00:00,2026-03-10 11:38:24.059732959+00:00,Data Sync,Knowledge Base,False,Low,P3 Integrations/CRM Sync: duplicate account mapping; suspected Data Sync.
TCK-0011363,1,6,P4,Closed,2026-06-12 09:01:13+00:00,2026-06-12 09:50:13.498086790+00:00,2026-06-12 21:52:50.500905246+00:00,Authentication,Monitoring Update,False,Medium,P4 Network/VPN: MFA loop during remote login; suspected Authentication.
TCK-0011364,2,25,P2,Resolved,2026-03-05 17:41:05+00:00,2026-03-05 18:05:55.921044986+00:00,2026-03-05 22:51:20.059618968+00:00,Vendor Outage,Vendor Fix,False,Medium,P2 Network/DNS: service discovery timeout; suspected Vendor Outage.
TCK-0011365,1,1,P3,Closed,2026-04-21 17:26:13+00:00,2026-04-21 19:02:17.150933229+00:00,2026-04-21 21:12:42.934916516+00:00,Capacity,Code Fix,False,None,P3 Network/VPN: MFA loop during remote login; suspected Capacity.
TCK-0011366,12,10,P4,Resolved,2026-04-03 21:00:01+00:00,2026-04-03 21:51:18.740832584+00:00,2026-04-04 03:40:58.367359038+00:00,Customer Error,User Education,False,Medium,P4 Integrations/Webhook: delivery retry storm; suspected Customer Error.
TCK-0011367,8,1,P3,Closed,2026-06-03 02:07:40+00:00,2026-06-03 03:02:50.340094391+00:00,2026-06-03 05:08:57.835144966+00:00,Permissions,Config Change,False,None,P3 Security/SSO: SAML assertion rejected; suspected Permissions.
TCK-0011368,5,19,P3,Closed,2026-04-19 17:45:41+00:00,2026-04-19 20:28:48.121649515+00:00,2026-04-19 21:32:01.400900754+00:00,Code Regression,Monitoring Update,False,Medium,P3 Application/Login: password reset failures; suspected Code Regression.
TCK-0011369,1,30,P3,Closed,2026-02-19 07:14:56+00:00,2026-02-19 08:28:30.989526449+00:00,2026-02-20 01:44:37.332964731+00:00,Capacity,Config Change,True,Low,P3 Network/VPN: MFA loop during remote login; suspected Capacity.
TCK-0011370,6,15,P3,Resolved,2026-04-09 13:45:20+00:00,2026-04-09 15:58:30.223013239+00:00,2026-04-09 17:19:34.584080405+00:00,Configuration,Knowledge Base,False,Medium,P3 Application/Checkout: cart submission timeout; suspected Configuration.
TCK-0011371,8,19,P2,Resolved,2026-04-13 16:20:17+00:00,2026-04-13 16:51:15.290545978+00:00,2026-04-13 21:49:53.767820122+00:00,Certificate Expiry,Vendor Fix,False,Low,P2 Security/SSO: certificate trust warning; suspected Certificate Expiry.
TCK-0011372,11,12,P4,Resolved,2026-04-03 13:12:54+00:00,2026-04-03 17:54:47.137278334+00:00,2026-04-04 18:56:12.255148865+00:00,Code Regression,Config Change,False,Medium,P4 Billing/Payments: settlement delay; suspected Code Regression.
TCK-0011373,8,13,P4,Closed,2026-03-10 19:42:37+00:00,2026-03-10 22:34:16.670180820+00:00,2026-03-10 22:51:33.298232539+00:00,Permissions,Config Change,False,Medium,P4 Security/SSO: identity provider timeout; suspected Permissions.
TCK-0011374,7,27,P1,Resolved,2026-03-31 18:05:26+00:00,2026-03-31 18:09:54.030308052+00:00,2026-03-31 22:00:58.944445732+00:00,Code Regression,Config Change,False,High,P1 Application/API: token validation failures; suspected Code Regression.
TCK-0011375,13,31,P2,Resolved,2026-07-30 17:25:26+00:00,2026-07-30 17:37:28.582904533+00:00,2026-07-31 00:27:35.132504183+00:00,Data Sync,Vendor Fix,True,Medium,P2 Integrations/CRM Sync: duplicate account mapping; suspected Data Sync.
TCK-0011376,3,2,P3,Resolved,2026-06-15 23:38:57+00:00,2026-06-16 01:16:01.250705080+00:00,2026-06-16 06:54:39.613379148+00:00,Certificate Expiry,Config Change,False,Low,P3 Platform/Compute: node saturation alerts; suspected Certificate Expiry.
TCK-0011377,7,22,P4,Resolved,2026-06-25 14:50:14+00:00,2026-06-25 16:11:58.585664972+00:00,2026-06-25 16:48:58.623486585+00:00,Permissions,Code Fix,False,None,P4 Application/API: token validation failures; suspected Permissions.
TCK-0011378,1,23,P4,Resolved,2026-05-22 23:55:50+00:00,2026-05-23 01:09:57.284786610+00:00,2026-05-23 05:14:26.035175374+00:00,Customer Error,User Education,False,Low,P4 Network/VPN: users unable to establish tunnel; suspected Customer Error.
TCK-0011379,13,36,P3,Resolved,2026-06-30 08:03:04+00:00,2026-06-30 10:38:37.918842611+00:00,2026-06-30 11:51:58.386778036+00:00,Permissions,Monitoring Update,False,Low,P3 Integrations/CRM Sync: stale customer record; suspected Permissions.
TCK-0011380,11,1,P4,Resolved,2026-07-27 07:26:11+00:00,2026-07-27 10:04:13.349304937+00:00,2026-07-28 07:57:39.283277818+00:00,Code Regression,Restart,False,Low,P4 Billing/Payments: processor decline spike; suspected Code Regression.
TCK-0011381,1,7,P3,Resolved,2026-03-30 14:07:17+00:00,2026-03-30 14:33:34.590908911+00:00,2026-03-30 17:18:13.629483400+00:00,,Config Change,False,Low,P3 Network/VPN: MFA loop during remote login; suspected unknown root cause pending RCA.
TCK-0011382,1,13,P4,Closed,2026-04-01 17:50:28+00:00,2026-04-01 19:40:23.974362424+00:00,2026-04-01 23:13:22.537452052+00:00,Customer Error,User Education,True,Low,P4 Network/VPN: slow split-tunnel routing; suspected Customer Error.
TCK-0011383,4,36,P4,Resolved,2026-05-02 11:01:27+00:00,2026-05-02 13:05:12.017631399+00:00,2026-05-02 19:32:41.516025807+00:00,Code Regression,Config Change,False,Low,P4 Platform/Database: slow queries; suspected Code Regression.
TCK-0011384,4,18,P4,Resolved,2026-07-19 08:53:49+00:00,2026-07-19 11:22:11.961932445+00:00,2026-07-20 02:21:53.670124740+00:00,Capacity,Config Change,False,None,P4 Platform/Database: connection pool exhaustion; suspected Capacity.
TCK-0011385,14,15,P3,Closed,2026-05-07 17:45:30+00:00,2026-05-07 18:05:04.101237759+00:00,2026-05-07 19:24:44.873064167+00:00,Capacity,Monitoring Update,False,Low,P3 Observability/Alerts: threshold drift; suspected Capacity.
TCK-0011386,6,1,P1,Closed,2026-02-25 16:52:02+00:00,2026-02-25 17:07:05.915494206+00:00,2026-02-25 19:43:46.560708495+00:00,Code Regression,Knowledge Base,False,Critical,P1 Application/Checkout: order confirmation delay; suspected Code Regression.
TCK-0011387,2,24,P3,Resolved,2026-03-31 11:46:49+00:00,2026-03-31 13:17:34.419352560+00:00,2026-03-31 16:00:13.398752282+00:00,Configuration,Knowledge Base,False,Medium,P3 Network/DNS: intermittent name resolution; suspected Configuration.
TCK-0011388,13,2,P2,Resolved,2026-05-28 22:47:17+00:00,2026-05-28 23:01:28.657184512+00:00,2026-05-29 03:22:22.883814474+00:00,Data Sync,Config Change,False,Medium,P2 Integrations/CRM Sync: duplicate account mapping; suspected Data Sync.
TCK-0011389,4,25,P4,Closed,2026-05-08 21:37:09+00:00,2026-05-08 22:42:46.392006717+00:00,2026-05-09 10:32:55.827874935+00:00,Capacity,Vendor Fix,False,Medium,P4 Platform/Database: replication lag; suspected Capacity.
TCK-0011390,7,10,P4,Resolved,2026-06-13 16:06:27+00:00,2026-06-13 18:51:24.134756785+00:00,2026-06-13 19:36:43.906276165+00:00,Documentation Gap,Config Change,True,None,P4 Application/API: token validation failures; suspected Documentation Gap.
TCK-0011391,1,7,P2,Resolved,2026-03-25 18:29:10+00:00,2026-03-25 18:58:59.936768595+00:00,2026-03-29 01:57:54.533006823+00:00,Capacity,Vendor Fix,True,Low,P2 Network/VPN: MFA loop during remote login; suspected Capacity.
TCK-0011392,1,25,P4,Closed,2026-02-18 19:53:22+00:00,2026-02-18 21:26:55.765405698+00:00,2026-02-19 13:31:22.727451087+00:00,Authentication,Knowledge Base,False,Low,P4 Network/VPN: slow split-tunnel routing; suspected Authentication.
TCK-0011393,10,8,P2,Closed,2026-07-29 11:33:44+00:00,2026-07-29 12:14:15.007799498+00:00,2026-07-30 08:53:59.121860778+00:00,Authentication,Code Fix,True,Low,P2 Billing/Invoice: missing billing contact; suspected Authentication.
TCK-0011394,1,28,P3,Resolved,2026-02-09 21:56:56+00:00,2026-02-09 22:06:34.085682835+00:00,2026-02-10 06:01:12.310947717+00:00,Authentication,Vendor Fix,False,Medium,P3 Network/VPN: users unable to establish tunnel; suspected Authentication.
TCK-0011395,4,19,P3,Resolved,2026-05-18 21:18:53+00:00,2026-05-18 22:43:23.940379985+00:00,2026-05-19 22:38:58.672959670+00:00,Certificate Expiry,Config Change,False,None,P3 Platform/Database: connection pool exhaustion; suspected Certificate Expiry.
TCK-0011396,5,7,P3,Resolved,2026-05-29 16:16:56+00:00,2026-05-29 18:26:36.447482089+00:00,2026-05-29 21:06:24.371278839+00:00,Code Regression,Restart,False,Medium,P3 Application/Login: session timeout reports; suspected Code Regression.
TCK-0011397,14,12,P2,Resolved,2026-05-05 09:32:19+00:00,2026-05-05 09:39:18.437485859+00:00,2026-05-05 11:35:16.094578546+00:00,Monitoring Noise,Vendor Fix,False,High,P2 Observability/Alerts: missing notification; suspected Monitoring Noise.
TCK-0011398,8,5,P3,Closed,2026-04-14 18:22:02+00:00,2026-04-14 18:45:20.005576238+00:00,2026-04-14 19:28:43.753981199+00:00,Permissions,Code Fix,False,Medium,P3 Security/SSO: SAML assertion rejected; suspected Permissions.
TCK-0011399,2,12,P3,Resolved,2026-02-24 08:06:19+00:00,2026-02-24 08:26:39.966653866+00:00,2026-02-24 12:46:28.200321155+00:00,Network Latency,Config Change,False,Medium,P3 Network/DNS: intermittent name resolution; suspected Network Latency.
TCK-0011400,5,21,P3,Resolved,2026-07-21 06:39:14+00:00,2026-07-21 07:10:57.943139685+00:00,2026-07-21 10:08:54.926403927+00:00,Permissions,Config Change,False,Low,P3 Application/Login: session timeout reports; suspected Permissions.
TCK-0011401,13,18,P3,Resolved,2026-03-14 10:32:11+00:00,2026-03-14 13:44:41.097943392+00:00,2026-03-15 02:48:51.546986967+00:00,Permissions,Config Change,False,None,P3 Integrations/CRM Sync: sync job backlog; suspected Permissions.
TCK-0011402,1,24,P4,Resolved,2026-04-18 07:33:58+00:00,2026-04-18 09:03:49.058215961+00:00,2026-04-18 13:57:07.866481791+00:00,Configuration,Restart,False,Medium,P4 Network/VPN: users unable to establish tunnel; suspected Configuration.
TCK-0011403,14,7,P3,Resolved,2026-02-14 16:36:21+00:00,2026-02-14 17:52:10.873654318+00:00,2026-02-15 01:32:10.901040972+00:00,Capacity,Knowledge Base,False,Low,P3 Observability/Alerts: noisy monitor; suspected Capacity.
TCK-0011404,7,18,P1,Closed,2026-07-09 07:02:32+00:00,2026-07-09 07:27:25.109253986+00:00,2026-07-09 10:09:48.320905170+00:00,Documentation Gap,Config Change,False,High,P1 Application/API: elevated 5xx rate; suspected Documentation Gap.
TCK-0011405,1,15,P4,Closed,2026-07-08 09:32:58+00:00,2026-07-08 11:20:29.344020849+00:00,2026-07-08 12:37:55.441508267+00:00,,Config Change,False,None,P4 Network/VPN: users unable to establish tunnel; suspected unknown root cause pending RCA.
TCK-0011406,3,15,P3,Resolved,2026-04-11 13:31:26+00:00,2026-04-11 14:21:09.827451341+00:00,2026-04-11 19:01:23.225575676+00:00,Configuration,Code Fix,False,Low,P3 Platform/Compute: node saturation alerts; suspected Configuration.
TCK-0011407,5,28,P4,Resolved,2026-07-07 14:53:48+00:00,2026-07-07 17:13:04.263955501+00:00,2026-07-07 23:43:20.257820566+00:00,Code Regression,Config Change,False,None,P4 Application/Login: session timeout reports; suspected Code Regression.
TCK-0011408,10,13,P3,Closed,2026-07-09 20:41:48+00:00,2026-07-09 22:18:09.363044748+00:00,2026-07-10 01:22:58.384700508+00:00,Configuration,Config Change,False,None,P3 Billing/Invoice: invoice mismatch; suspected Configuration.
TCK-0011409,12,18,P3,Closed,2026-05-10 08:47:39+00:00,2026-05-10 09:50:00.506470294+00:00,2026-05-10 19:11:51.863768150+00:00,Code Regression,Vendor Fix,False,Low,P3 Integrations/Webhook: subscriber endpoint timeout; suspected Code Regression.
TCK-0011410,14,4,P3,Resolved,2026-07-15 15:01:27+00:00,2026-07-15 16:33:25.871563853+00:00,2026-07-15 17:47:27.163340272+00:00,Monitoring Noise,Knowledge Base,False,Medium,P3 Observability/Alerts: threshold drift; suspected Monitoring Noise.
